Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2022-04-16 11:33 (EST),On Demand,Adrian Williams,20,Running,Music,20 min Trap Run,2022-04-15 10:08 (EST),,,,,,,170,,,
2022-04-17 08:54 (-04),On Demand,Jess Sims,45,Bike Bootcamp,Music,45 min Jock Jams Bootcamp,2022-04-04 11:52 (-04),58,,,,10.81,4.31,192,,,
2022-04-17 09:44 (-04),On Demand,Selena Samuela,15,Stretching,Full Body Stretch,15 min Mood Full Body Stretch: Calm,2021-07-28 10:00 (-04),,,,,,,34,,,
2022-04-18 18:54 (EST),On Demand,Marcel Dinkins,45,Running,Music,45 min Hip Hop Run,2022-04-17 11:54 (EST),,,,,,,392,,,
2022-04-20 08:29 (-04),On Demand,Alex Toussaint,45,Cycling,Theme,45 min Club Bangers Ride,2022-04-16 13:24 (-04),103,38,21%,93,10.46,7.84,125,,,
2022-04-20 09:16 (-04),On Demand,Tunde Oyeneyin,10,Cycling,Low Impact,10 min Low Impact Ride,2022-03-30 19:09 (-04),9,16,17%,55,5.30,0.88,12,,,
2022-04-21 09:32 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min Hip Hop Ride,2022-04-18 20:29 (-04),86,48,23%,101,11.72,5.86,105,,,
2022-04-21 10:03 (-04),On Demand,Kendall Toole,20,Cycling,Music,20 min Iron Maiden Ride,2022-04-18 19:51 (-04),41,34,20%,81,8.99,3.00,50,,,
2022-04-22 09:53 (EST),On Demand,Emma Lovewell,20,Cycling,Music,20 min Hip Hop Ride,2022-04-21 09:52 (EST),,,,,,,98,,,
2022-04-23 08:33 (-04),On Demand,Tunde Oyeneyin,45,Bike Bootcamp,Body Focus,45 min Bootcamp: Full Body,2022-04-08 11:53 (-04),0,,,,0,0,0,,,
2022-04-23 08:34 (-04),On Demand,Callie Gullickson,45,Bike Bootcamp,Body Focus,45 min Bootcamp: Full Body,2022-03-08 12:51 (-04),7,,,,11.15,0.49,8,,,
2022-04-23 08:40 (-04),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2022-04-16 07:53 (-04),106,29,18%,79,8.30,8.31,129,,,
2022-04-28 08:02 (-04),On Demand,Emma Lovewell,30,Cycling,Music,30 min Spotify Women of Rock Ride,2022-04-27 19:54 (-04),83,46,22%,100,11.48,5.74,101,,,
2022-04-28 08:33 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min 2010s Ride,2022-04-25 19:52 (-04),64,35,21%,80,9.29,4.65,78,,,
2022-04-30 09:35 (-04),On Demand,Alex Toussaint,30,Cycling,Theme,30 min Club Bangers Ride,2022-04-23 13:24 (-04),58,32,19%,90,9.57,4.79,70,,,
2022-04-30 10:06 (-04),On Demand,Cody Rigsby,30,Cycling,Theme,"30 min XOXO, Cody",2022-04-12 18:23 (-04),49,27,18%,83,8.58,4.29,59,,,
2022-05-01 07:01 (-04),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2022-04-30 07:54 (-04),121,34,19%,91,9.41,9.41,147,,,
2022-05-03 07:42 (-04),On Demand,Jess Sims,60,Bike Bootcamp,Body Focus,60 min Bootcamp: Full Body,2022-02-21 12:51 (-04),80,,,,11.31,5.65,273,,,
2022-05-03 08:44 (-04),On Demand,Emma Lovewell,15,Cycling,Groove,15 min Groove Ride,2022-04-28 10:37 (-04),14,16,20%,42,4.69,1.17,17,,,
2022-05-05 06:58 (-04),On Demand,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2022-04-11 18:25 (-04),128,48,23%,97,11.66,8.74,157,,,
2022-05-10 08:47 (-04),On Demand,Jess Sims,45,Bike Bootcamp,Music,45 min 90s Bootcamp,2022-02-28 12:52 (-04),57,,,,10.70,4.14,191,,,
2022-05-10 09:35 (-04),On Demand,Robin Arzon,20,Cycling,Music,20 min 90s Hip Hop Ride,2022-05-09 11:00 (-04),33,28,21%,73,8.27,2.76,40,,,
2022-05-12 08:16 (-04),On Demand,Jess Sims,45,Bike Bootcamp,Music,45 min EDM Bootcamp,2022-02-14 12:51 (-04),50,,,,10.66,3.73,190,,,
2022-05-12 09:07 (-04),On Demand,Callie Gullickson,20,Cardio,Music HIIT,20 min Pop HIIT Cardio,2022-05-11 07:52 (-04),,,,,,,107,,,
2022-05-14 09:55 (EST),On Demand,Adrian Williams,30,Running,Live DJ,30 min Live DJ Run,2022-05-13 18:53 (EST),,,,,,,262,,,
2022-05-15 09:58 (-04),On Demand,Jess Sims,60,Bike Bootcamp,Music,60 min Pop Bootcamp,2022-05-12 11:52 (-04),69,,,,10.60,5.22,272,,,
2022-05-15 11:02 (-04),On Demand,Selena Samuela,15,Stretching,Full Body Stretch,15 min Full Body Stretch,2022-04-27 10:00 (-04),,,,,,,34,,,
2022-05-16 07:31 (-04),On Demand,Callie Gullickson,30,Cardio,HIIT,30 min HIIT Cardio,2022-03-19 08:50 (-04),,,,,,,160,,,
2022-05-17 07:58 (EST),On Demand,Kirsten Ferguson,30,Running,Music,30 min Hip Hop Run,2022-04-25 18:52 (EST),,,,,,,259,,,
2022-05-18 06:40 (-04),On Demand,Jess Sims,60,Bike Bootcamp,Body Focus,60 min Bootcamp: Full Body,2021-11-22 12:50 (-04),70,,,,10.79,5.28,271,,,
2022-05-18 07:43 (-04),On Demand,Selena Samuela,15,Stretching,Full Body Stretch,15 min Full Body Stretch,2022-04-27 10:00 (-04),,,,,,,34,,,
2022-05-19 07:14 (EST),On Demand,Kirsten Ferguson,30,Running,Music,30 min Caribbean Run,2022-05-09 18:53 (EST),,,,,,,259,,,
2022-05-21 09:12 (EST),On Demand,Marcel Dinkins,45,Running,Endurance,45 min Endurance Run,2022-05-15 11:52 (EST),,,,,,,394,,,
2022-05-22 08:57 (EST),On Demand,Andy Speer,30,Running,Music,30 min 90s Hip Hop Run,2022-05-17 18:53 (EST),,,,,,,264,,,
2022-05-22 09:41 (EST),On Demand,Callie Gullickson,10,Strength,Core,10 min Core Strength,2022-03-12 09:30 (EST),,,,,,,46,,,
2022-05-25 07:23 (-04),On Demand,Emma Lovewell,20,Strength,Pilates,20 min Silk Sonic Pilates,2021-05-26 10:00 (-04),,,,,,,91,,,
2022-05-26 07:18 (EST),On Demand,Kirsten Ferguson,30,Running,Intervals,30 min Intervals Run,2022-01-10 18:54 (EST),,,,,,,262,,,
2022-05-28 08:24 (EST),On Demand,Selena Samuela,30,Running,Music,30 min 90s Run,2022-05-26 11:57 (EST),,,,,,,264,,,
2022-05-29 10:41 (-04),On Demand,Kristin McGee,30,Strength,Pilates,30 min Pilates,2020-12-16 10:00 (-04),,,,,,,137,,,
2022-06-03 07:44 (-04),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 10:00 (-04),,,,,,,68,,,
2022-06-05 09:05 (-04),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 10:00 (-04),,,,,,,68,,,
2022-06-07 07:19 (-04),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 10:00 (-04),,,,,,,68,,,
2022-06-09 06:18 (-04),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 10:00 (-04),,,,,,,68,,,
2022-06-11 09:51 (-04),On Demand,Kendall Toole,30,Strength,Pilates,30 min Pilates,2021-04-06 09:00 (-04),,,,,,,137,,,
2022-06-12 07:51 (EST),On Demand,Kirsten Ferguson,20,Running,Music,20 min Pop Run,2022-06-02 10:29 (EST),,,,,,,172,,,
2022-06-12 08:13 (EST),On Demand,Adrian & Jess ,30,Running,Live DJ,30 min Pride Live DJ: Two for One Run,2022-06-03 16:54 (EST),,,,,,,257,,,
2022-06-14 07:32 (-04),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 10:00 (-04),,,,,,,68,,,
2022-06-15 08:23 (EST),On Demand,Jess Sims,60,Running,Music,60 min Hip Hop Run,2022-06-05 08:24 (EST),,,,,,,531,,,
2022-06-17 07:59 (EST),On Demand,Marcel Dinkins,45,Running,Music,45 min Hip Hop Run,2022-06-12 11:54 (EST),,,,,,,395,,,
2022-06-18 09:21 (-04),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 10:00 (-04),,,,,,,68,,,
2022-06-19 09:25 (EST),On Demand,Kirsten Ferguson,45,Running,Music,45 min Hip Hop Run,2022-06-18 08:22 (EST),,,,,,,393,,,
2022-06-20 10:10 (-04),On Demand,Hannah Corbin,20,Stretching,Foam Rolling,20 min Foam Rolling: Full Body,2022-02-24 11:00 (-04),,,,,,,45,,,
2022-06-22 07:49 (EST),On Demand,Kirsten Ferguson,45,Running,Music,45 min Pop Run,2022-04-23 08:23 (EST),,,,,,,395,,,
2022-06-22 08:36 (EST),On Demand,Marcel Dinkins,15,Running,Endurance,15 min Recovery Run,2022-06-01 11:54 (EST),,,,,,,128,,,
2022-06-23 08:37 (-04),On Demand,Selena Samuela,15,Cardio,HIIT,15 min HIIT Cardio,2021-06-04 10:00 (-04),,,,,,,80,,,
2022-06-24 08:01 (EST),,,0,Running,,Just Run: Outdoor,,,,,,,,,,,
2022-06-25 11:28 (-04),On Demand,Emma Lovewell,15,Strength,Pilates,15 min Pilates,2020-12-16 10:00 (-04),,,,,,,68,,,
2022-07-01 10:46 (EST),,,0,Walking,,Just Walk: Outdoor,,,,,,,,1,,,
2022-07-02 12:31 (EST),,,1,Walking,,1 min 7 sec Just Walk: Outdoor,,,,,,,,3,,,
2022-07-06 18:00 (EST),,,0,Walking,,Just Walk: Outdoor,,,,,,,,1,,,
2022-07-07 07:27 (-04),On Demand,Rebecca Kennedy,10,Strength,Core,10 min Core Strength,2022-04-29 10:33 (-04),,,,,,,46,,,
2022-07-08 18:43 (EST),,,0,Walking,,Just Walk: Outdoor,,,,,,,,1,,,
2022-07-13 17:13 (EST),,,0,Walking,,Just Walk: Outdoor,,,,,,,,,,,
2022-07-16 08:24 (EST),On Demand,Callie Gullickson,10,Strength,Core,10 min Core Strength,2022-03-12 09:30 (EST),,,,,,,46,,,
2022-07-17 09:18 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Lizzo Run,2022-07-15 14:25 (EST),,,,,,,260,,,
2022-07-17 09:51 (EST),On Demand,Jess King,20,Walking,Music,20 min Pop Walk,2022-07-12 09:58 (EST),,,,,,,73,,,
2022-07-21 07:38 (EST),On Demand,Marcel Dinkins,20,Running,Music,20 min Red Hot Chili Peppers Run,2022-05-04 18:52 (EST),,,,,,,169,,,
2022-07-21 08:01 (EST),On Demand,Adrian Williams,10,Running,Warm Up/Cool Down,10 min Cool Down Run,2022-02-09 10:00 (EST),,,,,,,72,,,
2022-07-23 09:53 (EST),On Demand,Kirsten Ferguson,30,Running,Music,30 min Disney Run,2022-07-11 18:52 (EST),,,,,,,262,,,
2022-07-25 17:41 (EST),On Demand,Kirsten Ferguson,30,Running,Music,30 min Hip Hop Run,2022-07-22 10:54 (EST),,,,,,,259,,,
2022-07-29 18:15 (EST),,,23,Walking,,23 min 4 sec Just Walk: Outdoor,,,,,,,,2,,,
2022-08-04 23:35 (EST),On Demand,Ross Rayburn,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2022-07-29 10:00 (EST),,,,,,,,,,
2022-08-11 07:29 (EST),On Demand,Adrian Williams,30,Running,Live DJ,30 min Live DJ Run,2022-08-05 18:55 (EST),,,,,,,265,,,
2022-08-12 08:26 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Trap Run,2022-08-11 18:54 (EST),,,,,,,259,,,
2022-08-14 10:15 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Hip Hop Run,2022-08-12 11:52 (EST),,,,,,,258,,,
2022-08-16 08:12 (EST),On Demand,Robin Arzon,30,Running,Music,30 min Pop Run,2022-06-16 12:52 (EST),,,,,,,266,,,
2022-08-19 06:43 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Hip Hop Run,2022-08-12 11:52 (EST),,,,,,,258,,,
2022-08-24 18:15 (EST),,,0,Walking,,Just Walk: Outdoor,,,,,,,,,,,
2022-08-26 08:34 (EST),On Demand,Kirsten Ferguson,30,Running,Music,30 min Hip Hop Run,2022-08-19 08:00 (EST),,,,,,,258,,,
2022-08-28 11:08 (EST),,,0,Walking,,Just Walk: Outdoor,,,,,,,,,,,
2022-08-28 11:11 (EST),,,66,Walking,,66 min 23 sec Just Walk: Outdoor,,,,,,,,242,,,
2022-09-03 09:02 (EST),,,603,Walking,,603 min 30 sec Just Walk: Outdoor,,,,,,,,2202,,,
2022-09-04 09:50 (EST),,,205,Walking,,205 min 50 sec Just Walk: Outdoor,,,,,,,,751,,,
2022-09-09 12:51 (EST),,,30,Walking,,30 min 38 sec Just Walk,,,,,,,,112,,,
2022-09-10 10:15 (EST),On Demand,Robin Arzon,30,Running,Theme,30 min Our Future Selves: Kim Kardashian,2022-09-06 10:00 (EST),,,,,,,261,,,
2022-09-11 09:31 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Hip Hop Run,2022-09-09 16:54 (EST),,,,,,,258,,,
2022-09-18 09:18 (EST),,,58,Running,,58 min 52 sec Just Run,,,,,,,,537,,,
2022-09-24 08:23 (EST),,,70,Walking,,70 min 1 sec Just Walk,,,,,,,,255,,,
2022-09-28 07:24 (EST),,,49,Walking,,49 min 23 sec Just Walk,,,,,,,,180,,,
2022-09-30 07:59 (EST),On Demand,Adrian Williams,30,Running,Live DJ,30 min Live DJ Run,2022-09-23 16:55 (EST),,,,,,,265,,,
2022-10-01 03:55 (EST),On Demand,Kristin McGee,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2022-09-28 11:00 (EST),,,,,,,,,,
2022-10-04 07:26 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Hip Hop Run,2022-10-03 18:55 (EST),,,,,,,259,,,
2022-10-04 07:58 (EST),On Demand,Jess Sims,20,Running,Music,20 min Dancehall Run,2022-09-29 06:54 (EST),,,,,,,175,,,
2022-10-08 11:26 (EST),On Demand,Adrian Williams,30,Running,Music,30 min Pop Run,2022-08-26 16:55 (EST),,,,,,,261,,,
2022-10-08 11:58 (EST),On Demand,Marcel Dinkins,15,Running,Endurance,15 min Recovery Run,2022-06-01 11:54 (EST),,,,,,,128,,,
2022-10-09 09:47 (EST),On Demand,Marcel Dinkins,45,Running,Endurance,45 min Endurance Run,2022-10-02 10:55 (EST),,,,,,,394,,,
2022-10-11 07:22 (EST),On Demand,Kirsten Ferguson,30,Running,Music,30 min 2000s Hip Hop Run,2022-10-01 10:55 (EST),,,,,,,259,,,
2022-10-13 07:19 (EST),On Demand,Robin Arzon,30,Running,Music,30 min Daddy Yankee Run,2022-10-12 10:00 (EST),,,,,,,259,,,
2022-10-15 08:44 (EST),On Demand,Robin Arzon,30,Running,Music,30 min Daddy Yankee Run,2022-10-12 10:00 (EST),,,,,,,259,,,
2022-10-18 07:22 (EST),On Demand,Jess Sims,30,Running,Music,30 min 90s Run,2022-10-13 06:52 (EST),,,,,,,265,,,
2022-10-20 06:27 (EST),On Demand,Marcel Dinkins,45,Running,Endurance,45 min Endurance Run,2022-10-16 10:55 (EST),,,,,,,394,,,
2022-10-22 08:52 (EST),On Demand,Adrian Williams,30,Running,Music,30 min Trap Run,2022-10-21 14:22 (EST),,,,,,,260,,,
2022-10-22 09:23 (EST),On Demand,Kirsten Ferguson,20,Running,Music,20 min Hip Hop Run,2022-10-18 18:55 (EST),,,,,,,174,,,
2022-10-25 08:45 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Hip Hop Run,2022-10-24 18:53 (EST),,,,,,,258,,,
2022-10-29 08:36 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min 90s Run,2022-10-27 13:52 (EST),,,,,,,258,,,
2022-11-02 07:10 (EST),,,63,Walking,,63 min 14 sec Just Walk,,,,,,,,231,,,
2022-11-04 16:42 (EST),,,199,Walking,,199 min 32 sec Just Walk,,,,,,,,727,,,
2022-11-05 09:28 (EST),,,69,Walking,,69 min 32 sec Just Walk,,,,,,,,254,,,
2022-11-11 05:29 (EST),,,69,Walking,,69 min 35 sec Just Walk,,,,,,,,254,,,
2022-11-13 07:36 (EST),,,66,Walking,,66 min 15 sec Just Walk,,,,,,,,242,,,
2022-11-15 08:19 (EST),,,84,Walking,,84 min 39 sec Just Walk,,,,,,,,309,,,
2022-11-18 07:14 (EST),,,75,Walking,,75 min 52 sec Just Walk,,,,,,,,277,,,
2022-11-19 09:18 (EST),,,60,Walking,,60 min 38 sec Just Walk,,,,,,,,221,,,
2022-11-21 08:24 (EST),On Demand,Adrian Williams,45,Running,Music,45 min 90s Run,2022-11-20 08:55 (EST),,,,,,,394,,,
2022-11-22 07:30 (EST),On Demand,Marcel Dinkins,45,Running,Music,45 min Pop Run,2022-11-18 14:24 (EST),,,,,,,438,,,
2022-11-23 07:36 (EST),On Demand,Marcel Dinkins,60,Running,Theme,60 min Halloween Run,2022-10-30 10:55 (EST),,,,,,,530,,,
2022-11-24 07:41 (EST),On Demand,Adrian Williams,20,Cardio,HIIT,20 min HIIT Cardio,2022-11-19 12:27 (EST),,,,,,,107,,,
2022-11-24 08:04 (EST),On Demand,Callie Gullickson,30,Cardio,Music HIIT,30 min 90s Pop HIIT Cardio,2022-10-21 10:22 (EST),,,,,,,160,,,
2022-11-24 08:36 (EST),On Demand,Ally Love,20,Strength,Barre,20 min Pop Barre,2022-11-23 09:23 (EST),,,,,,,91,,,
2022-11-24 08:58 (EST),On Demand,Callie Gullickson,5,Stretching,Full Body Stretch,5 min Full Body Stretch,2022-11-09 10:00 (EST),,,,,,,11,,,
2022-11-25 07:46 (EST),On Demand,Rad Lopez,30,Cardio,HIIT,30 min HIIT Cardio,2022-10-14 07:25 (EST),,,,,,,160,,,
2022-11-25 08:24 (EST),On Demand,Ally Love,45,Strength,Barre,45 min Pop Barre,2022-09-14 09:27 (EST),,,,,,,205,,,
2022-11-26 07:55 (EST),On Demand,Adrian Williams,30,Cardio,Music HIIT,30 min Trap HIIT Cardio,2022-09-24 12:25 (EST),,,,,,,160,,,
2022-11-26 09:04 (EST),On Demand,Jess Sims,10,Strength,Core,10 min Core Strength,2022-11-15 10:00 (EST),,,,,,,46,,,
2022-11-27 10:15 (EST),On Demand,Alex Toussaint,30,Running,Theme,30 min Turkey Burn Run,2022-11-24 08:50 (EST),,,,,,,229,,,
2022-11-27 10:46 (EST),On Demand,Kirsten Ferguson,30,Running,Music,30 min Trap Run,2022-11-26 10:55 (EST),,,,,,,260,,,
2022-11-29 17:45 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min 90s Run,2022-11-28 18:55 (EST),,,,,,,259,,,
2022-12-01 18:44 (EST),On Demand,Adrian Williams,30,Running,Music,30 min Pop Run,2022-11-19 10:54 (EST),,,,,,,261,,,
2022-12-03 08:00 (EST),On Demand,Jess Sims,30,Running,Music,30 min EDM Run,2022-11-20 10:55 (EST),,,,,,,261,,,
2022-12-04 12:18 (EST),,,84,Walking,,84 min 56 sec Just Walk,,,,,,,,310,,,
2022-12-04 13:44 (EST),On Demand,Jess Sims,10,Strength,Core,10 min Core Strength,2022-11-15 10:00 (EST),,,,,,,46,,,
2022-12-05 13:11 (EST),On Demand,Adrian Williams,30,Running,Music,30 min Hip Hop Run,2022-12-03 10:55 (EST),,,,,,,261,,,
2022-12-08 06:54 (EST),On Demand,Kirsten Ferguson,30,Running,Theme,30 min Holiday Run,2022-12-06 18:54 (EST),,,,,,,259,,,
2022-12-08 07:33 (EST),On Demand,Jess Sims,10,Strength,Core,10 min Core Strength,2022-11-15 10:00 (EST),,,,,,,46,,,
2022-12-09 09:00 (EST),On Demand,Alex Toussaint,30,Running,Theme,30 min Club Bangers Run,2022-12-08 18:55 (EST),,,,,,,248,,,
2022-12-10 08:04 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Trap Run,2022-12-08 13:52 (EST),,,,,,,257,,,
2022-12-11 08:21 (EST),On Demand,Marcel Dinkins,30,Running,Theme,30 min Holiday Run,2022-12-10 12:55 (EST),,,,,,,259,,,
2022-12-11 09:03 (EST),On Demand,Kirsten Ferguson,20,Walking,Music,20 min R&B Walk,2022-12-05 09:52 (EST),,,,,,,73,,,
2022-12-11 09:35 (EST),On Demand,Adrian Williams,10,Strength,Bodyweight,10 min Bodyweight Strength,2022-12-07 10:00 (EST),,,,,,,46,,,
2022-12-11 09:47 (EST),On Demand,Callie Gullickson,20,Strength,Core,20 min Strength Roll Call: Core,2022-12-07 07:23 (EST),,,,,,,91,,,
2022-12-13 07:23 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Hip Hop Run,2022-12-12 18:54 (EST),,,,,,,260,,,
2022-12-14 07:34 (EST),On Demand,Adrian Williams,30,Running,Music,30 min Hip Hop Run,2022-11-18 16:55 (EST),,,,,,,261,,,
2022-12-14 08:16 (EST),On Demand,Jess Sims,10,Strength,Core,10 min Core Strength,2022-11-15 10:00 (EST),,,,,,,46,,,
2022-12-17 10:49 (EST),,,69,Walking,,69 min 49 sec Just Walk,,,,,,,,255,,,
2022-12-17 12:07 (EST),On Demand,Jess Sims,10,Strength,Core,10 min Core Strength,2022-11-15 10:00 (EST),,,,,,,46,,,
2022-12-18 08:52 (EST),On Demand,Adrian Williams,30,Running,Live DJ,30 min Live DJ Run,2022-12-16 16:55 (EST),,,,,,,258,,,
2022-12-18 09:24 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Pop Run,2022-12-17 12:55 (EST),,,,,,,258,,,
2022-12-18 10:03 (EST),On Demand,Robin Arzon,20,Strength,Core,20 min Core Strength,2022-12-12 10:00 (EST),,,,,,,91,,,
2022-12-21 07:39 (EST),On Demand,Marcel Dinkins,20,Running,Music,20 min 90s Run,2022-12-05 18:55 (EST),,,,,,,171,,,
2022-12-21 08:01 (EST),On Demand,Marcel Dinkins,20,Running,Music,20 min Pop Run,2022-12-19 19:32 (EST),,,,,,,171,,,
2022-12-22 06:36 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Trap Run,2022-11-10 13:53 (EST),,,,,,,260,,,
2022-12-22 07:07 (EST),On Demand,Adrian Williams,30,Running,Live DJ,30 min Live DJ Run,2022-11-04 16:55 (EST),,,,,,,265,,,
2022-12-22 07:46 (EST),On Demand,Jess Sims,10,Strength,Core,10 min Core Strength,2022-11-15 10:00 (EST),,,,,,,46,,,
2022-12-23 09:55 (EST),On Demand,Alex Toussaint,30,Running,Theme,30 min Club Bangers Run,2022-12-22 18:56 (EST),,,,,,,258,,,
2022-12-23 10:26 (EST),On Demand,Kirsten Ferguson,20,Running,Music,20 min 90s Run,2022-12-19 10:27 (EST),,,,,,,174,,,
2022-12-23 11:08 (EST),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2022-12-09 09:00 (EST),,,,,,,45,,,
2022-12-24 09:12 (EST),On Demand,Jess Sims,30,Running,Music,30 min 90s Pop Run,2022-11-06 10:53 (EST),,,,,,,264,,,
2022-12-24 09:44 (EST),On Demand,Kirsten Ferguson,30,Running,Music,30 min 90s Run,2022-11-04 14:25 (EST),,,,,,,257,,,
2022-12-26 10:13 (EST),On Demand,Jess Sims,20,Running,Music,20 min Pop Run,2022-12-22 06:54 (EST),,,,,,,173,,,
2022-12-26 10:35 (EST),On Demand,Marcel Dinkins,20,Running,Music,20 min Rock Run,2022-12-14 10:00 (EST),,,,,,,171,,,
2022-12-27 10:18 (EST),On Demand,Marcel Dinkins,30,Running,Music,30 min Hip Hop Run,2022-11-07 18:55 (EST),,,,,,,256,,,
2022-12-27 10:50 (EST),On Demand,Jess Sims,20,Running,Music,20 min Dancehall Run,2022-12-15 07:26 (EST),,,,,,,172,,,
2022-12-27 11:49 (EST),On Demand,Jess Sims,10,Strength,Core,10 min Core Strength,2022-11-15 10:00 (EST),,,,,,,45,,,
