Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2021-02-16 22:35 (EST),On Demand,Kristin McGee,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2021-02-16 11:00 (EST),,,,,,,,,,
2021-02-17 06:51 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2020-11-14 07:53 (EST),247,69,28%,96,13.69,13.69,474,134.55,,
2021-02-17 07:56 (EST),On Demand,Emma Lovewell,20,Cycling,Low Impact,20 min Recovery Ride,2021-02-04 17:00 (EST),70,58,28%,88,12.65,4.22,125,119.65,,
2021-02-17 08:16 (EST),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-14 09:00 (EST),,,,,,,11,76.45,,
2021-02-20 09:56 (EST),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Endurance 80s Ride,2021-02-16 07:53 (EST),146,81,31%,94,14.81,7.40,261,141.68,,
2021-02-20 10:30 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2021-02-06 11:45 (EST),196,72,30%,93,13.98,10.48,372,137.66,,
2021-02-20 11:16 (EST),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-12-16 09:00 (EST),,,,,,,12,82.09,,
2021-02-22 08:35 (EST),On Demand,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2021-02-20 13:23 (EST),249,92,34%,92,15.64,11.73,462,155.28,,
2021-02-22 09:22 (EST),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-02-19 07:50 (EST),128,71,31%,86,13.79,6.89,248,137.66,,
2021-02-24 07:39 (EST),On Demand,Ally Love,20,Cycling,Music,20 min EDM Ride,2021-02-21 12:27 (EST),111,92,34%,90,15.58,5.19,201,153.41,,
2021-02-24 08:00 (EST),Live,Tunde Oyeneyin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-02-24 07:51 (EST),155,86,35%,86,15.20,7.59,294,151.13,,
2021-02-24 08:33 (EST),On Demand,Sam Yo,20,Cycling,Low Impact,20 min Low Impact Ride,2021-02-23 02:52 (EST),87,72,31%,86,14.00,4.66,154,132.82,,
2021-02-26 14:16 (EST),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2021-02-23 07:52 (EST),227,84,31%,98,15.05,11.28,418,146.63,,
2021-02-26 15:04 (EST),On Demand,Ally Love,45,Cycling,Intervals,45 min Intervals & Arms Ride,2021-02-25 07:49 (EST),169,63,31%,77,12.28,9.21,338,131.19,,
2021-02-28 08:00 (EST),Live,Kendall Toole,45,Cycling,Music,45 min Hip Hop Ride,2021-02-28 07:53 (EST),243,90,34%,90,15.47,11.60,456,153.93,,
2021-02-28 08:48 (EST),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-02-23 17:00 (EST),111,62,31%,74,11.61,5.80,259,141.04,,
2021-02-28 09:21 (EST),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-28 09:00 (EST),,,,,,,17,94.54,,
2021-03-03 16:29 (EST),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-02-27 07:53 (EST),294,82,31%,95,14.85,14.84,477,135.03,,
2021-03-03 17:31 (EST),On Demand,Leanne Hainsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-02-25 13:25 (EST),64,36,28%,47,7.51,3.75,150,113.13,,
2021-03-06 08:50 (EST),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2021-03-03 05:52 (EST),16,65,28%,92,13.45,0.93,20,,,
2021-03-06 09:01 (EST),On Demand,Jess King,45,Cycling,Theme,45 min Sweat Steady Ride,2021-02-27 09:25 (EST),226,84,35%,84,15.02,11.26,366,136.62,,
2021-03-06 09:48 (EST),On Demand,Emma Lovewell,30,Cycling,Low Impact,30 min Low Impact Ride,2021-03-05 09:30 (EST),87,48,29%,66,10.34,5.17,155,111.96,,
2021-03-08 08:55 (EST),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min WHM: Power Zone Endurance Ride,2021-03-04 16:53 (EST),160,89,32%,98,15.36,7.68,288,149.32,,
2021-03-08 09:28 (EST),On Demand,Kendall Toole,30,Cycling,Music,30 min Megan Thee Stallion Ride,2021-03-04 19:30 (EST),153,85,35%,83,15.01,7.50,280,147.02,,
2021-03-08 10:00 (EST),On Demand,Leanne Hainsby,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2021-02-11 06:25 (EST),20,33,27%,61,9.02,1.51,40,100.32,,
2021-03-10 11:40 (-05),On Demand,Tunde Oyeneyin,20,Cycling,Music,20 min 2010s Hip Hop Ride,2021-03-06 10:02 (-05),92,76,35%,79,14.42,4.81,158,134.55,,
2021-03-10 12:05 (-05),Live,Kendall Toole,20,Cycling,Intervals,20 min HIIT Ride,2021-03-10 11:56 (-05),87,72,33%,83,14.02,4.67,142,127.57,,
2021-03-10 12:30 (-05),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-03-09 19:21 (-05),71,39,30%,61,10.10,5.05,105,91.85,,
2021-03-11 07:27 (-05),On Demand,Cody Rigsby,45,Cycling,Music,45 min Pop Ride,2021-03-10 16:49 (-05),235,87,35%,86,15.23,11.43,415,139.35,,
2021-03-11 08:15 (-05),On Demand,Emma Lovewell,30,Cycling,Music,30 min 90s Pop Ride,2021-03-08 07:53 (-05),120,67,31%,84,13.39,6.70,147,,,
2021-03-13 08:10 (-05),Live,Alex & Tunde  ,45,Cycling,Music,45 min Bad Boy Entertainment Ride,2021-02-27 13:23 (-05),34,84,32%,93,14.92,1.66,41,,,
2021-03-13 08:20 (-05),On Demand,Ally Love,45,Cycling,Music,45 min Pop Ride,2021-03-11 07:49 (-05),204,76,34%,81,14.26,10.70,250,,,
2021-03-13 09:08 (-05),On Demand,Tunde Oyeneyin,30,Cycling,Live DJ,30 min Live DJ Ride,2021-03-12 18:50 (-05),86,48,29%,69,10.83,5.41,105,,,
2021-03-17 08:33 (-04),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2021-03-17 05:50 (-04),220,81,33%,88,14.85,11.14,345,132.38,,
2021-03-17 09:21 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min Hip Hop Ride,2021-03-15 11:23 (-04),93,52,31%,68,11.34,5.67,134,105.36,,
2021-03-19 06:38 (-04),On Demand,Alex Toussaint,30,Cycling,Music,30 min New Tracks Ride,2021-03-18 17:00 (-04),149,83,34%,85,14.84,7.42,265,142.71,,
2021-03-19 07:09 (-04),On Demand,Emma Lovewell,30,Cycling,Theme,30 min WHM: 90s Ride,2021-03-18 19:20 (-04),150,83,34%,85,14.90,7.45,272,144.58,,
2021-03-19 07:41 (-04),On Demand,Cody Rigsby,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2021-03-08 21:06 (-04),39,65,35%,69,13.20,2.20,74,130.10,,
2021-03-19 16:23 (EST),On Demand,Cody Rigsby,5,Meditation,Relax & Sleep,5 min Relaxing Meditation,2021-03-16 13:00 (EST),,,,,,,,,,
2021-03-19 16:30 (EST),On Demand,Chelsea Jackson Roberts,10,Meditation,Emotions,10 min Patience Meditation,2021-03-15 18:37 (EST),,,,,,,,,,
2021-03-21 00:57 (EST),On Demand,Aditi Shah,20,Meditation,Relax & Sleep,20 min Sleep Meditation,2021-03-19 10:00 (EST),,,,,,,,,,
2021-03-21 07:26 (-04),On Demand,Alex Toussaint,30,Cycling,Music,30 min Hip Hop Ride,2021-03-01 20:23 (-04),166,92,36%,86,15.58,7.79,318,158.14,,
2021-03-21 07:59 (-04),On Demand,Jess King,30,Cycling,Theme,30 min 7-Year Anniversary Ride,2021-03-20 11:54 (-04),155,86,35%,85,15.11,7.56,298,151.40,,
2021-03-21 08:31 (-04),On Demand,Hannah Frankson,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2021-03-16 02:00 (-04),16,55,34%,64,11.94,0.99,30,118.13,,
2021-03-22 07:06 (-04),On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,2021-03-20 07:53 (-04),437,81,33%,89,14.79,22.19,779,141.23,,
2021-03-23 23:55 (EST),On Demand,Chelsea Jackson Roberts,20,Meditation,Relax & Sleep,20 min Sleep Meditation,2021-03-02 10:00 (EST),,,,,,,,,,
2021-03-24 07:53 (-04),On Demand,Leanne Hainsby,30,Cycling,Music,30 min Funk Ride,2021-03-18 14:25 (-04),160,89,35%,86,15.35,7.67,291,150.25,,
2021-03-24 08:25 (-04),On Demand,Tunde Oyeneyin,30,Cycling,Music,30 min Ms. Lauryn Hill Ride,2021-03-17 19:24 (-04),149,83,34%,87,14.90,7.45,283,146.17,,
2021-03-24 08:57 (-04),On Demand,Hannah Frankson,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2021-03-11 03:32 (-04),20,33,30%,56,9.59,1.60,39,99.62,,
2021-03-25 09:30 (EST),On Demand,Matt Wilpers,30,Running,Endurance,30 min Endurance Run,2021-03-18 10:00 (EST),,,,,,,252,,,
2021-03-25 10:03 (EST),On Demand,Chase Tucker,20,Running,Music,20 min Caribbean Run,2021-03-20 11:47 (EST),,,,,,,173,,,
2021-03-25 10:26 (EST),On Demand,Adrian Williams,10,Running,Warm Up/Cool Down,10 min Cool Down Run,2021-02-28 09:05 (EST),,,,,,,73,,,
2021-03-26 07:29 (-04),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Hip Hop Ride,2021-03-24 05:52 (-04),152,85,33%,88,15.02,7.51,247,137.29,,
2021-03-26 08:01 (-04),On Demand,Bradley Rose,30,Cycling,Theme,30 min Premiere Ride,2021-03-25 13:25 (-04),156,87,35%,85,15.12,7.56,269,143.70,,
2021-03-26 08:32 (-04),On Demand,Alex Toussaint,10,Cycling,Low Impact,10 min Low Impact Ride,2021-03-01 21:05 (-04),35,58,31%,76,12.49,2.08,59,117.22,,
2021-03-26 08:45 (-04),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-28 09:00 (-04),,,,,,,12,79.62,,
2021-03-27 09:17 (EST),On Demand,Adrian Williams,30,Running,Live DJ,30 min Live DJ Run,2021-03-26 18:49 (EST),,,,,,,263,,,
2021-03-27 09:50 (EST),On Demand,Matt Wilpers,30,Running,Intervals,30 min Intervals Run,2021-03-25 10:00 (EST),,,,,,,252,,,
2021-03-28 09:20 (-04),Live,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2021-03-27 07:52 (-04),311,86,31%,95,15.04,15.05,499,138.16,,
2021-03-28 10:25 (-04),On Demand,Tunde Oyeneyin,20,Cycling,Music,20 min Hip Hop Ride,2021-03-22 17:00 (-04),67,56,30%,76,12.31,4.10,109,113.10,,
2021-03-29 10:30 (EST),On Demand,Jess King,30,Running,Music,30 min House Run,2021-03-23 10:21 (EST),,,,,,,258,,,
2021-03-29 11:01 (EST),On Demand,Matt Wilpers,30,Running,Theme,30 min WHM Celebration Run,2021-03-23 06:51 (EST),,,,,,,254,,,
2021-03-30 10:12 (-04),On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,2021-01-03 09:30 (-04),73,81,30%,99,14.74,3.68,120,135.16,,
2021-03-30 10:28 (-04),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,2021-01-03 09:45 (-04),140,117,37%,96,17.28,5.76,236,168.34,,
2021-03-30 10:52 (-04),On Demand,Jess King,30,Cycling,Intervals,30 min Intervals & Arms Ride,2021-03-26 11:20 (-04),120,67,34%,71,12.80,6.40,232,132.68,,
2021-03-30 11:23 (-04),On Demand,Olivia Amato,5,Cycling,Warm Up/Cool Down,5 min Cool Down Ride,2021-03-04 10:00 (-04),9,30,28%,58,9.12,0.76,19,95.82,,
2021-03-31 06:15 (EST),On Demand,Adrian Williams,30,Running,Theme,30 min WHM Celebration Run,2021-03-21 08:24 (EST),,,,,,,265,,,
2021-03-31 06:48 (EST),On Demand,Jess King,30,Running,Music,30 min Ms. Lauryn Hill Run,2021-03-16 10:25 (EST),,,,,,,258,,,
2021-04-01 07:31 (-04),On Demand,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2021-03-30 16:52 (-04),247,92,36%,86,15.55,11.66,428,148.56,,
2021-04-01 08:17 (-04),On Demand,Alex Toussaint,30,Cycling,Theme,30 min AT's Ride to Greatness,2021-03-27 13:22 (-04),141,79,33%,87,14.46,7.23,252,138.98,,
2021-04-01 08:49 (-04),On Demand,Leanne Hainsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-02-26 02:35 (-04),,,,,,,13,84.08,,
2021-04-02 09:24 (EST),On Demand,Matt Wilpers,45,Running,Endurance,45 min Endurance Run,2021-01-05 06:52 (EST),,,,,,,384,,,
2021-04-02 10:11 (EST),On Demand,Andy Speer,20,Running,Music,20 min Hip Hop Run,2021-03-15 18:50 (EST),,,,,,,170,,,
2021-04-03 07:03 (-04),On Demand,Kendall Toole,5,Cycling,Warm Up/Cool Down,5 min Warm Up Ride,2021-03-18 09:00 (-04),5,17,29%,29,4.84,0.40,6,84.98,,
2021-04-03 07:09 (-04),On Demand,Ben Alldis,5,Cycling,Warm Up/Cool Down,5 min Warm Up Ride,2021-03-15 02:15 (-04),16,52,28%,81,12.19,1.01,22,103.62,,
2021-04-03 07:14 (-04),On Demand,Olivia Amato,5,Cycling,Warm Up/Cool Down,5 min Warm Up Ride,2021-03-04 10:00 (-04),17,58,29%,85,12.83,1.06,25,109.50,,
2021-04-03 07:19 (-04),On Demand,Alex Toussaint,5,Cycling,Warm Up/Cool Down,5 min Warm Up Ride,2021-02-24 10:00 (-04),19,64,29%,90,13.42,1.11,29,117.09,,
2021-04-03 07:30 (-04),Live,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2021-04-03 07:21 (-04),303,84,33%,90,14.97,14.97,490,136.83,,
2021-04-03 08:35 (-04),On Demand,Cody Rigsby,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2021-02-16 21:06 (-04),15,25,26%,56,8.19,1.37,24,86.69,,
2021-04-03 08:49 (-04),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2020-10-26 08:30 (-04),,,,,,,11,,,
2021-04-04 10:21 (-04),On Demand,Tunde Oyeneyin,45,Cycling,Music,45 min Hip Hop Ride,2021-04-02 16:50 (-04),241,89,35%,86,15.32,11.49,423,147.61,,
2021-04-04 11:07 (-04),On Demand,Cody & Emma ,30,Cycling,Music,30 min Verzuz Two for One Ride,2021-03-31 19:19 (-04),110,61,32%,73,12.42,6.21,188,121.04,,
2021-04-04 11:40 (-04),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-02-01 10:00 (-04),,,,,,,12,77.51,,
2021-04-05 06:57 (EST),On Demand,Jess King,30,Running,Music,30 min Hip Hop Run,2021-03-02 10:22 (EST),,,,,,,257,,,
2021-04-05 07:29 (EST),On Demand,Jess Sims,20,Running,Theme,20 min Speed Date Run,2021-02-09 18:49 (EST),,,,,,,174,,,
2021-04-05 07:50 (EST),On Demand,Becs Gentry,10,Running,Warm Up/Cool Down,10 min Cool Down Run,2021-03-26 10:00 (EST),,,,,,,73,,,
2021-04-06 07:35 (-04),On Demand,Kendall Toole,20,Cycling,Music,20 min 90s Ride,2021-04-03 14:00 (-04),114,95,37%,83,15.72,5.24,191,148.33,,
2021-04-06 08:00 (-04),Live,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Ride,2021-04-06 07:53 (-04),165,91,33%,89,15.28,7.64,296,151.66,,
2021-04-06 08:33 (-04),On Demand,Hannah Corbin,10,Cycling,Low Impact,10 min Low Impact Ride,2021-02-19 21:08 (-04),52,87,33%,90,15.32,2.56,87,141.29,,
2021-04-07 08:01 (EST),On Demand,Matt Wilpers,30,Running,Endurance,30 min Endurance Run,2021-04-06 06:51 (EST),,,,,,,256,,,
2021-04-07 08:32 (EST),On Demand,Jess King,20,Running,Music,20 min 2000s Run,2021-03-03 10:00 (EST),,,,,,,174,,,
2021-04-08 07:34 (-04),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2021-04-07 05:53 (-04),238,88,33%,92,15.23,11.41,430,148.94,,
2021-04-08 08:20 (-04),On Demand,Alex Toussaint,30,Cycling,Theme,30 min AT's Ride to Greatness,2021-04-03 13:20 (-04),0,0,0%,0,0,0,0,,,
2021-04-08 08:21 (-04),On Demand,Alex Toussaint,30,Cycling,Low Impact,30 min Low Impact Ride,2021-04-01 17:00 (-04),101,56,30%,78,12.27,6.13,183,118.97,,
2021-04-08 08:53 (-04),On Demand,Tunde Oyeneyin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-04-06 09:00 (-04),,,,,,,12,75.65,,
2021-04-09 08:08 (EST),On Demand,Matty Maggiacomo,20,Running,Music,20 min 90s Run,2021-02-15 07:39 (EST),,,,,,,174,,,
2021-04-09 08:34 (EST),On Demand,Jess Sims,20,Running,Music,20 min Hip Hop Run,2021-02-02 19:37 (EST),,,,,,,175,,,
2021-04-09 08:56 (EST),On Demand,Selena Samuela,10,Running,Warm Up/Cool Down,10 min Cool Down Run,2021-02-11 12:00 (EST),,,,,,,73,,,
2021-04-10 10:03 (EST),On Demand,Adrian Williams,30,Running,Live DJ,30 min BHM: Live DJ Run,2021-02-26 18:49 (EST),,,,,,,264,,,
2021-04-11 10:56 (-04),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2021-04-10 07:24 (-04),328,91,32%,97,15.51,15.52,593,151.72,,
2021-04-11 11:59 (-04),On Demand,Cody Rigsby,10,Cycling,Low Impact,10 min Low Impact Ride,2021-04-06 20:06 (-04),36,59,29%,84,12.46,2.08,72,128.34,,
2021-04-11 23:12 (EST),On Demand,Aditi Shah,20,Meditation,Relax & Sleep,20 min Sleep Meditation,2021-03-19 10:00 (EST),,,,,,,,,,
2021-04-12 16:51 (EST),On Demand,Matt Wilpers,30,Running,Endurance,30 min Endurance Run,2021-03-02 06:52 (EST),,,,,,,252,,,
